method,silhouette,calinski_harabasz,davies_bouldin,ARI,NMI,purity
PCA(32)+KMeans,0.1291630119085312,2321.12841796875,1.8704641642482422,0.05617913530906647,0.10970704602921412,0.2411633109619687
AE(32)+KMeans,0.10854274034500122,1351.3270263671875,2.0683217982974558,0.0639499951628162,0.12167160324352817,0.2583146905294556
BetaVAE(32)+KMeans,0.47481873631477356,35889.4453125,0.5792068091451404,0.04154134653377579,0.09245071375262513,0.2140193885160328
BetaVAE(32)+Agglomerative,0.4114214777946472,29225.0703125,0.6090759602578903,0.03693553056339836,0.08943215687534262,0.20909768829231917
